title,release_year,imdb_id,poster,tmdb_id,cast,director,genres,production_companies
"Corrina, Corrina",1994,tt0109484,https://m.media-amazon.com/images/M/MV5BZTQ2YjBkMjctZDMyOC00YWRjLTg1ODAtM2ZlZDhkNWRiZTk2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,10464,WhoopiGoldberg RayLiotta TinaMajorino JoanCusack LarryMiller JeniferLewis,JessieNelson,Comedy Drama Family Romance,NewLineCinema
The Cowboy Way,1994,tt0109493,https://m.media-amazon.com/images/M/MV5BN2RhMTExNmQtYWY0OC00OWE5LThlODEtZDBhMTBiZDFiMDIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,19176,WoodyHarrelson KieferSutherland DylanMcDermott ErnieHudson MargHelgenberger LuisGuzmán,GreggChampion,Action Comedy Crime Drama Thriller Western,ImagineEntertainment UniversalPictures
Crooklyn,1994,tt0109504,https://m.media-amazon.com/images/M/MV5BYWEyM2Q3NDktM2E2Ni00OWIyLWIyYmItMWEyOGRmN2FkZjQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,34152,AlfreWoodard DelroyLindo DavidPatrickKelly ZeldaHarris CarltonWilliams SharifRashed,SpikeLee,Comedy Drama,40AcresandaMuleFilmworks UniversalPictures
The Crow,1994,tt0109506,https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,9495,BrandonLee RochelleDavis ErnieHudson MichaelWincott BaiLing SofiaShinas,AlexProyas,Fantasy Action Thriller,DimensionFilms Miramax CrowvisionInc EntertainmentMediaInvestmentCorporation JeffMostProductions PressmanFilm SummitEntertainment
Crumb,1994,tt0109508,https://m.media-amazon.com/images/M/MV5BYTViMDM5YjktMDhjNy00MjZjLTg2ODctOGI3MzkzYWNiODA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,26564,RobertCrumb AlineKominsky CharlesCrumb MaxonCrumb RobertHughes MartinMüller,TerryZwigoff,Documentary,SuperiorPictures
Cyborg Cop II,1994,tt0109518,https://m.media-amazon.com/images/M/MV5BODhiOTYxZTEtMmI2My00NzlmLWJjODUtMGZiMzA2M2ZlZDMzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,64160,DavidBradley MorganHunter JillPierce VictorMelleney DouglasBristow DaleCutts,SamFirstenberg,Action ScienceFiction,NuImage MilleniumFilms
D2: The Mighty Ducks,1994,tt0109520,https://m.media-amazon.com/images/M/MV5BMjA1YjVjZWQtZTNkYS00NTA2LThhODUtZTI1MzIwMWRjNWMzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,11164,EmilioEstevez KathrynErbe MichaelTucker JanRubeš CarstenNorgaard JoshuaJackson,SamWeisman,Comedy Action Family Drama,Avnet/KernerProductions
The Dallas Connection,1994,tt0112782,https://m.media-amazon.com/images/M/MV5BNTAxOGM5MDYtNDExZC00ZmIzLTg3YzEtZGU4ZTNkOTVjZjE4XkEyXkFqcGdeQXVyMTE5MzU1Njkw._V1_.jpg,67398,BrucePenhall MarkBarriere JulieStrain RodrigoObregón SamanthaPhillips JulieKSmith,ChristianDrewSidaris,Action,AtlasInternationalFilm HRSFunaiCoLtd SidarisEntertainment WorldMediaSales MalibuBayFilms SkyhawksFilms
A Dangerous Place,1994,tt0107696,https://m.media-amazon.com/images/M/MV5BMTYzNzkwNjU5OV5BMl5BanBnXkFtZTgwMjE2MzUzMzE@._V1_.jpg,229594,TedJanRoberts CoreyFeldman Mako ErinGray MarshallRTeague DickVanPatten,JerryPJacobs,Action Thriller,PMEntertainmentGroup
Deadly Target,1994,tt0109573,https://m.media-amazon.com/images/M/MV5BNzI5MTI5NDEyNF5BMl5BanBnXkFtZTcwMDQ5MDQ1Mw@@._V1_.jpg,29800,GaryDaniels KenMcLeod ByronMann SusanByun MaxGail RonYuan,CharlaDriver,Action Adventure Thriller,PMEntertainmentGroup
Death and the Maiden,1994,tt0109579,https://m.media-amazon.com/images/M/MV5BOTgzZTcwNDItYjhhMy00NmViLWFjZjEtZGQ5YWQxYzk0OWU4XkEyXkFqcGdeQXVyMjgxMzgyNjI@._V1_.jpg,10531,SigourneyWeaver BenKingsley StuartWilson KrystiaMova JonathanVega RodolpheVega,RomanPolanski,Drama Thriller Mystery,FineLineFeatures CapitolFilms LesFilmsdelAstre Canal+ TF1FilmsProduction FlachFilm Film4Productions
Death Machine,1994,tt0109575,https://m.media-amazon.com/images/M/MV5BYzc4NDFjODgtNTA3NS00NmZhLTk0M2UtYzhhMzBmMzcwMjVkXkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_.jpg,1702,ElyPouget BradDourif WilliamHootkins JohnSharian MartinMcDougall AndreasWisniewski,StephenNorrington,Action Horror ScienceFiction Thriller,FugitiveFeatures
Death Wish V: The Face of Death,1994,tt0109578,https://m.media-amazon.com/images/M/MV5BZTViYzMxMGItYzJlNC00MTc3LWI0MTAtNGM5NTJlMjUzODQ2L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,34746,CharlesBronson Lesley-AnneDown MichaelParks ChuckShamata RobertJoy SaulRubinek,AllanAGoldstein,Action Crime Drama,21stCenturyFilmCorporation DeathWish5Productions
Dinosaur Island,1994,tt0109627,https://m.media-amazon.com/images/M/MV5BODg4NmU4N2MtNmViZS00OThkLTg0YmItM2Q5YThhNmQxMTVmL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,28138,RossHagen RichardGabai AntoniaDorian GriffinDrew MichelleBauer PeterSpellos,FredOlenRay,Adventure Comedy Fantasy,Concorde-NewHorizons
Disclosure,1994,tt0109635,https://m.media-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,8984,MichaelDouglas DemiMoore DonaldSutherland DylanBaker JacquelineKim RomaMaffia,BarryLevinson,Thriller Drama Crime,BaltimorePictures WarnerBrosPictures
Double Dragon,1994,tt0106761,https://m.media-amazon.com/images/M/MV5BMGZjNGUyMmEtNDIwYy00NWVjLTk4YzUtYTRiYjBhZDQ0ZmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2436,MarkDacascos ScottWolf RobertPatrick KristinaWagner JuliaNickson AlyssaMilano,JamesYukich,Action Adventure Comedy,GramercyPictures ImperialEntertainment
Drop Zone,1994,tt0109676,https://m.media-amazon.com/images/M/MV5BNGUyMWNjNGYtZmNhNS00MGQxLTlmYmMtNDE0NDhhNDk3ZTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,4954,WesleySnipes GaryBusey YancyButler MichaelJeter CorinNemec KyleSecor,JohnBadham,Action Thriller,Paramount Nicita/LloydProductions
Drop Squad,1994,tt0109675,https://m.media-amazon.com/images/M/MV5BM2MwMTUzYmYtNDQyNy00MTkwLTllMWEtNjc4ZmVkNGZhMDI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,109461,EriqLaSalle VondieCurtis-Hall VingRhames KasiLemmons LeonardLThomas NicolePowell,DavidCJohnson,Drama Comedy,40AcresandaMuleFilmworks GramercyPictures
Dumb and Dumber,1994,tt0109686,https://m.media-amazon.com/images/M/MV5BZDQwMjNiMTQtY2UwYy00NjhiLTk0ZWEtZWM5ZWMzNGFjNTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,8467,JimCarrey JeffDaniels LaurenHolly TeriGarr CharlesRocket KarenDuffy,PeterFarrelly,Comedy,NewLineCinema MotionPictureCorporationofAmerica
Ed Wood,1994,tt0109707,https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,522,JohnnyDepp MartinLandau SarahJessicaParker PatriciaArquette JeffreyJones BillMurray,TimBurton,Comedy Drama History,TouchstonePictures
Exit to Eden,1994,tt0109758,https://m.media-amazon.com/images/M/MV5BMDliZWUwYzktMzU1OC00NzNmLThlODYtODhkMTc4MDkyOWE1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,18395,DanaDelany PaulMercurio RosieODonnell DanAykroyd HectorElizondo StuartWilson,GarryMarshall,Comedy Crime Thriller,SavoyPictures
F.T.W.,1994,tt0109765,https://m.media-amazon.com/images/M/MV5BMTlhNzQzNWYtYTIyYS00MWFjLWE2YTYtZDYyMDhiZjMyNDNjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,26937,MickeyRourke LoriSinger BrionJames PeterBerg RodneyAGrant AaronNeville,MichaelKarbelnikoff,Drama Crime Romance,NuImage
The Fantastic Four,1994,tt0109770,https://m.media-amazon.com/images/M/MV5BNWZlNTliNjUtNTk5Ni00MGNhLWJkZTctYWVmYjE5OTA0NDRjXkEyXkFqcGdeQXVyNTEwNDY2MjU@._V1_.jpg,22059,AlexHyde-White RebeccaStaab JayUnderwood MichaelBaileySmith CarlCiarfalio JosephCulp,OleySassone,Action ScienceFiction Adventure,NewHorizons ConstantinFilm
The Favor,1994,tt0109783,https://m.media-amazon.com/images/M/MV5BZjMyYmQ1NWMtMzAyOC00MWFmLWI1ZTAtNmE0M2EzZjZlMmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,50463,HarleyJaneKozak ElizabethMcGovern BillPullman BradPitt KenWahl LarryMiller,DonaldPetrie,Comedy Romance,OrionPictures NelsonEntertainment
The Flintstones,1994,tt0109813,https://m.media-amazon.com/images/M/MV5BYzY0ZTk4YzctNzYzNy00ZDQ0LTg2Y2ItZTQyYzQxMjQwMDc2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,888,JohnGoodman ElizabethPerkins RickMoranis RosieODonnell KyleMacLachlan HalleBerry,BrianLevant,Fantasy Comedy Family,Hanna-BarberaProductions AmblinEntertainment
Forrest Gump,1994,tt0109830,https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,13,TomHanks RobinWright GarySinise SallyField MykeltiWilliamson MichaelConnerHumphreys,RobertZemeckis,Comedy Drama Romance,Paramount TheSteveTischCompany WendyFinermanProductions
Frank & Jesse,1994,tt0109835,https://m.media-amazon.com/images/M/MV5BMjA0MDE5MTA4NV5BMl5BanBnXkFtZTYwODI0MTk4._V1_.jpg,42706,RobLowe BillPaxton RandyTravis WilliamAtherton ToddField RobertMoniot,RobertBoris,Action Adventure Drama Western,TrimarkPictures
Fresh,1994,tt0109842,https://m.media-amazon.com/images/M/MV5BODVhZjZhOGYtMTg5OC00YjllLWEwNTMtNmUyMWExMmU0MTJlXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,13815,SeanNelson GiancarloEsposito SamuelLJackson NBusheWright RonBrice Jean-ClaudeLaMarre,BoazYakin,Crime Drama Thriller,Miramax
The Getaway,1994,tt0109890,https://m.media-amazon.com/images/M/MV5BNGY5YjhmMjYtMGMwZS00ZjUyLTk1NWMtNTA5YWVhM2I5MjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,2087,AlecBaldwin KimBasinger MichaelMadsen JamesWoods DavidMorse JenniferTilly,RogerDonaldson,Action Crime Drama Mystery Romance Thriller,LargoEntertainment DavidFosterProductions Turman-FosterCompany JVCEntertainmentNetworks
Getting Even with Dad,1994,tt0109891,https://m.media-amazon.com/images/M/MV5BMmY3NGRhM2MtY2UwZi00ZTNkLTljNTYtYjc4ZWE1OTQ3YjBhXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg,41579,MacaulayCulkin TedDanson GlenneHeadly SaulRubinek GailardSartain HectorElizondo,HowardDeutch,Family Comedy Crime,Metro-Goldwyn-Mayer
Go Fish,1994,tt0109913,https://m.media-amazon.com/images/M/MV5BZjYyZTAyMjctOWNjMy00OGYyLWIwNTEtOTYwYzQ1N2Q0OGZmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,18620,GuinevereTurner VSBrodie TWendyMcMillan MigdaliaMelendez AnastasiaSharp BrookeWebster,RoseTroche,Drama Romance Comedy,CanIWatch Islet KPVI KillerFilms SamuelGoldwynCompany
Greedy,1994,tt0109936,https://m.media-amazon.com/images/M/MV5BZDcwNWVjMzEtOTA4NS00ZmQ5LTkxYjUtZmQyMzRmNjhjZDE4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,12778,MichaelJFox KirkDouglas NancyTravis OliviadAbo PhilHartman EdBegleyJr,JonathanLynn,Comedy,ImagineEntertainment UniversalPictures
Guarding Tess,1994,tt0109951,https://m.media-amazon.com/images/M/MV5BNzFkM2RiNWQtOWQxNy00ZWNmLWIyZTktNmJjZmY1ZTliZjU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,6472,NicolasCage ShirleyMacLaine AustinPendleton EdwardAlbert JamesRebhorn RichardGriffiths,HughWilson,Comedy Drama,ChannelFilms TriStarPictures
Hail Caesar,1994,tt0109969,https://m.media-amazon.com/images/M/MV5BMjAxNTUzMTc0NV5BMl5BanBnXkFtZTcwMTM1MjYyMQ@@._V1_.jpg,173299,AnthonyMichaelHall BobbiePhillips LeslieDanon NicholasPryor RobertDowneyJr KanePicoy,AnthonyMichaelHall,Comedy,CrystalSkyWorldwide
Highlander III: The Sorcerer,1994,tt0110027,https://m.media-amazon.com/images/M/MV5BNzZmNGNmMzgtMjA2YS00YzY3LThmMjYtOTVmMzg4ZGY2YWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,8011,ChristopherLambert MarioVanPeebles DeborahKaraUnger Mako MartinNeufeld DanielDõ,AndrewMorahan,Fantasy Action,Trans-Film Fallingcloud InitialGroupe LumièrePictures HighlanderProductionsLimited Miramax
Holy Matrimony,1994,tt0110044,https://m.media-amazon.com/images/M/MV5BMGZjMDk1MzAtM2Q4Yy00MzdiLWEzMmMtZTYwYjMwYTc3NGQ1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,2348,PatriciaArquette JosephGordon-Levitt ArminMueller-Stahl TateDonovan JohnSchuck LoisSmith,LeonardNimoy,Comedy Crime,AuroraProductions HollywoodPictures InterscopeCommunications PolyGramFilmedEntertainment
Hoop Dreams,1994,tt0110057,https://m.media-amazon.com/images/M/MV5BMWMxNDAxN2QtMjQxYS00NzI4LWJlMTctOGJkNTdkNmMyYmJiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,14275,WilliamGates ArthurAgee GenePingatore SteveJames DickVitale BobKnight,SteveJames,Documentary,FineLineFeatures KartemquinFilms
House Party 3,1994,tt0110064,https://m.media-amazon.com/images/M/MV5BNjIwMTNlZTEtMDk3Yy00NmE2LThjYjYtMmQ3OGI3YTBkOWIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,16097,ChristopherReid ChristopherMartin BernieMac ChrisTucker AngelaMeans TishaCampbell,EricMeza,Comedy,NewLineCinema
The Hudsucker Proxy,1994,tt0110074,https://m.media-amazon.com/images/M/MV5BMzNkYzI4ZTYtZjJlZC00ZTVjLTk2MDYtYWMwODA0NmFiYTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,11934,TimRobbins JenniferJasonLeigh CharlesDurning PaulNewman JimTrue-Frost JohnMahoney,JoelCoen,Comedy Drama,PolyGramFilmedEntertainment SilverPictures WorkingTitleFilms WarnerBrosPictures
I Don't Hate Las Vegas Anymore,1994,tt0110089,https://m.media-amazon.com/images/M/MV5BMjE4NDMyNTk1M15BMl5BanBnXkFtZTcwODI1MDYxMQ@@._V1_.jpg,110365,CavehZahedi GeorgeZahedi SteveAusbury,CavehZahedi,Documentary Comedy,ComplexCorporation
I Like It Like That,1994,tt0110091,https://m.media-amazon.com/images/M/MV5BZjRkNjJkNmItZTkwZC00NDI1LTg1NWItY2E5NTg4MmFkZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,48992,LunaLaurenVelez JonSeda TomasMelly DesireeCasado IsaiahGarcia JesseBorrego,DarnellMartin,Comedy Drama Romance,ThinkAgainProductions RiotofColor ColumbiaPictures
I Love Trouble,1994,tt0110093,https://m.media-amazon.com/images/M/MV5BMWFhMTc1OWEtYmI1MS00YTcwLWI1ZmQtNjg0YWEyMDY1YjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,10879,NickNolte JuliaRoberts SaulRubinek JamesRebhorn RobertLoggia KellyRutherford,CharlesShyer,Romance Comedy,CaravanPictures TouchstonePictures
I'll Do Anything,1994,tt0110097,https://m.media-amazon.com/images/M/MV5BYmZlM2ZlNGQtYmNmYS00ZDkxLWJiMWEtMmViZmI2MGNkNDE1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,106143,NickNolte WhittniWright AlbertBrooks JulieKavner JoelyRichardson TraceyUllman,JamesLBrooks,Comedy Drama,GracieFilms ColumbiaPictures
I.Q.,1994,tt0110099,https://m.media-amazon.com/images/M/MV5BN2VkMzZlMTctZjVlOS00NmQ1LTg1ZDItMDc5NzhlNDRhMjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,11777,TimRobbins MegRyan WalterMatthau LouJacobi StephenFry JosephMaher,FredSchepisi,Comedy Drama Romance,Paramount
Imaginary Crimes,1994,tt0110115,https://m.media-amazon.com/images/M/MV5BNTkwMjI3N2MtOTZkZC00OGM5LTk4ZmMtNzg1NWJjNGJlOWRmXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_.jpg,75490,HarveyKeitel FairuzaBalk KellyLynch VincentDOnofrio DianeBaker ChrisPenn,AnthonyDrazan,Drama,MorganCreek WarnerBrosPictures
Immortal Beloved,1994,tt0110116,https://m.media-amazon.com/images/M/MV5BOTgyZTYzZGItYzIzMi00YTBkLTk0ZTktOTg2ZTM3NDcwYjAxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,13701,GaryOldman JeroenKrabbé IsabellaRossellini JohannaterSteege MarcoHofschneider MiriamMargolyes,BernardRose,Drama Music Romance,ColumbiaPictures MajesticFilmsInternational IconEntertainmentInternational
In the Army Now,1994,tt0110123,https://m.media-amazon.com/images/M/MV5BOWU5MDMzODQtMmM0ZS00MjU5LWExMzMtZjBlOTczY2NjNTMzXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_.jpg,12475,PaulyShore AndyDick LoriPetty DavidAlanGrier EsaiMorales LynnWhitfield,DanielPetrieJr,Comedy,HollywoodPictures
The Inkwell,1994,tt0110137,https://m.media-amazon.com/images/M/MV5BMzNmNTc0YmQtMzAxOC00YzQ1LTg3ZTYtNTFlYzRlYjViMTRiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,59930,LarenzTate JoeMorton SuzzanneDouglas GlynnTurman VanessaBellCalloway AJJohnson,MattyRich,Comedy Drama Romance,TouchstonePictures
Intersection,1994,tt0110146,https://m.media-amazon.com/images/M/MV5BMTMzZjdmNjQtZWI3Ny00YTU0LWI1YzMtMzZkZmQwYmJhNGMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,46717,RichardGere SharonStone LolitaDavidovich MartinLandau JenniferMorrison DavidSelby,MarkRydell,Drama Romance,Paramount
Iron Will,1994,tt0110157,https://m.media-amazon.com/images/M/MV5BNDFlMDUzMDAtMWRiNy00ZjhhLWIwMTQtMzMxOWExMGI5ZGJlXkEyXkFqcGdeQXVyMTk3OTkxOTA@._V1_.jpg,24767,MackenzieAstin KevinSpacey BrianCox DavidOgdenStiers AugustSchellenberg RexLinn,CharlesHaid,Adventure Family Action,WaltDisneyPictures
It Could Happen to You,1994,tt0110167,https://m.media-amazon.com/images/M/MV5BYzMxOGUzOWEtMGUxMi00ZWM1LWE3ODgtNzc4OGVjZmJhMmFmXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_.jpg,10660,NicolasCage BridgetFonda RosiePerez WendellPierce IsaacHayes VíctorRojas,AndrewBergman,Comedy Drama Romance,TriStarPictures
Jason's Lyric,1994,tt0110186,https://m.media-amazon.com/images/M/MV5BYWI3Zjc5ZGYtMDVmOS00MDI3LTlkZjAtODZlM2JhYWFjZjBjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,22067,AllenPayne JadaPinkettSmith BokeemWoodbine EddieGriffin SuzzanneDouglas LisaNicoleCarson,DougMcHenry,Crime Drama Romance,PolyGramFilmedEntertainment
Jimmy Hollywood,1994,tt0110197,https://m.media-amazon.com/images/M/MV5BMzMwNzNjZjctNWQwZS00YmM1LTgyMmMtZjI1YzFhNzBhMzY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,31643,JoePesci ChristianSlater VictoriaAbril HarrisonFord BarryLevinson JasonBeghe,BarryLevinson,Comedy,BaltimorePictures Paramount
The Jungle Book,1994,tt0110213,https://m.media-amazon.com/images/M/MV5BMjRjNDk2NTItZGQ1OS00OGU0LWJhMzUtNmZkNDE4NDg0MDMyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg,10714,JasonScottLee CaryElwes LenaHeadey SamNeill JohnCleese JasonFlemyng,StephenSommers,Family Adventure Drama,WaltDisneyPictures
Junior,1994,tt0110216,https://m.media-amazon.com/images/M/MV5BMGJjZGUzZWItMmY4Yi00NWQ2LThmZmMtMzQxOTExZjA5ZmZlXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg,6280,ArnoldSchwarzenegger DannyDeVito EmmaThompson FrankLangella PamelaReed AidaTurturro,IvanReitman,Comedy Family Romance,NorthernLightsEntertainment UniversalPictures
Kill the Moonlight,1994,tt0497630,https://m.media-amazon.com/images/M/MV5BOTI4MDI3NDk1OV5BMl5BanBnXkFtZTcwMjY1NzIzMQ@@._V1_.jpg,147887,ThomasHendrix MariaHassabi RalstonRegan BeataHenrichs RichmondArquette RossieHarris,SteveHanft,Drama Music,Plexifilm P-VineJapan
Lassie,1994,tt0110305,https://m.media-amazon.com/images/M/MV5BMGMyZjAzZGItY2ZkZi00Y2YwLTk4M2QtNTRmNWEzYjU1NDVlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_.jpg,29918,TomGuiry HelenSlater JonTenney BrittanyBoyd FredericForrest RichardFarnsworth,DanielPetrie,Family Adventure,Paramount BroadwayPictures
The Last Seduction,1994,tt0110308,https://m.media-amazon.com/images/M/MV5BZmYwYWRhY2MtNTU3NS00M2E0LWI5YjUtY2M1NGJkM2Y4NTdmXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,25284,LindaFiorentino BillPullman PeterBerg JTWalsh BillNunn MichaelRaysses,JohnDahl,Thriller Crime Romance Drama,OctoberFilms ITCEntertainment
Legends of the Fall,1994,tt0110322,https://m.media-amazon.com/images/M/MV5BMTYwMjYxNTAyN15BMl5BanBnXkFtZTgwMTc3MjkyMTE@._V1_.jpg,4476,BradPitt AnthonyHopkins AidanQuinn JuliaOrmond HenryThomas KarinaLombard,EdwardZwick,Adventure Drama Romance War Western,BedfordFallsProductions TriStarPictures Pangaea
Leprechaun 2,1994,tt0110329,https://m.media-amazon.com/images/M/MV5BYWIyZjQ3NmEtZTE1Ni00YjkyLThiOTEtNTYzYTRlNDViMjJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,18009,WarwickDavis CharlieHeath ShevonneDurkin SandyBaron ClintHoward AdamBiesk,RodmanFlender,Comedy Horror,PlanetProductions
The Lion King,1994,tt0110357,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_.jpg,8587,MatthewBroderick JamesEarlJones JeremyIrons MoiraKelly NathanLane ErnieSabella,RogerAllers,Family Animation Drama,WaltDisneyPictures WaltDisneyFeatureAnimation
Little Big League,1994,tt0110363,https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_.jpg,31504,LukeEdwards TimothyBusfield JohnAshton AshleyCrow KevinDunn BillyLSullivan,AndrewScheinman,Comedy Family,CastleRockEntertainment
Little Giants,1994,tt0110364,https://m.media-amazon.com/images/M/MV5BNTBlNGFmNTktZGJlZi00ZWNkLWI0MGItNjhhNjQyNWM1MmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,20726,RickMoranis EdONeill DevonSawa ShawnaWaldron ToddBosley MichaelZwiener,DuwayneDunham,Comedy Family,AmblinEntertainment WarnerBrosPictures
Little Odessa,1994,tt0110365,https://m.media-amazon.com/images/M/MV5BMTU2MzUyNzc5OV5BMl5BanBnXkFtZTcwODc4OTUyMQ@@._V1_.jpg,47504,TimRoth EdwardFurlong MoiraKelly VanessaRedgrave PaulGuilfoyle NatalyaAndreychenko,JamesGray,Crime Drama,NewLineCinema FineLineFeatures LiveEntertainment
The Little Rascals,1994,tt0110366,https://m.media-amazon.com/images/M/MV5BYWE1MzdmNmMtNWQwZS00MTVkLTk3MDMtYzVkOWZlOTczMDIwXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_.jpg,10897,TravisTedford KevinJamalWoods JordanWarkol ZacharyMabry RossBagley CourtlandMead,PenelopeSpheeris,Romance Comedy Family,UniversalPictures KingWorldEntertainment AmblinEntertainment
Little Women,1994,tt0110367,https://m.media-amazon.com/images/M/MV5BNmJhNTgzMWYtZTU5OC00MmE2LTlkN2UtNWE0MmJiNWJmNmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,9587,WinonaRyder GabrielByrne TriniAlvarado SamanthaMathis KirstenDunst ClaireDanes,GillianArmstrong,Drama Romance,ColumbiaPictures
Love Affair,1994,tt0110391,https://m.media-amazon.com/images/M/MV5BMWE5NDdkYzQtNThlZi00YmJlLWIwZjYtMjZlOTYyNWMzMTAyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg,43742,WarrenBeatty AnnetteBening KatharineHepburn GarryShandling ChloeWebb PierceBrosnan,GlennGordonCaron,Drama Romance,WarnerBrosPictures
Love and a .45,1994,tt0110395,https://m.media-amazon.com/images/M/MV5BNTM1NzQ3OTEzNV5BMl5BanBnXkFtZTgwMzQ2NjkwMzE@._V1_.jpg,15477,GilBellows RenéeZellweger RoryCochrane JeffreyCombs JaceAlexander PeterFonda,CMTalkington,Crime Thriller,TrimarkPictures
A Low Down Dirty Shame,1994,tt0110399,https://m.media-amazon.com/images/M/MV5BMmE2Y2FmNmEtNzc5OC00OTUyLThlY2QtODQ4NTI4OTJhMzAwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,26352,KeenenIvoryWayans CharlesSDutton JadaPinkettSmith SalliRichardson-Whitfield AndrewDivoff CorwinHawkins,KeenenIvoryWayans,Comedy Crime,CaravanPictures HollywoodPictures
