Title,release_year,imdb_id,poster,tmdb_id,cast,director,genres,production_companies
Rudy,1993,tt0108002,https://m.media-amazon.com/images/M/MV5BZGUzMDU1YmQtMzBkOS00MTNmLTg5ZDQtZjY5Njk4Njk2MmRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,14534,"['Sean Astin', 'Jon Favreau', 'Ned Beatty', 'Lili Taylor', 'Charles S. Dutton', 'Vince Vaughn']",David Anspaugh,"['Drama', 'History']",['TriStar Pictures']
The Saint of Fort Washington,1993,tt0108026,https://m.media-amazon.com/images/M/MV5BYjU5Y2NiYWMtYmJjZS00ZjJkLWI2YTktNWIzMmRjYzU1ODRkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,56583,"['Danny Glover', 'Matt Dillon', 'Rick Aviles', 'Nina Siemaszko', 'Ving Rhames', 'Adam Trese']",Tim Hunter,['Drama'],"['Nessa Hyams', 'Carrie Productions Inc.', 'David V. Picker Productions']"
The Sandlot,1993,tt0108037,https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,11528,"['Tom Guiry', 'Mike Vitar', 'Patrick Renna', 'Chauncey Leopardi', 'Marty York', 'Brandon Quintin Adams']",David Mickey Evans,"['Family', 'Comedy']","['Island World', '20th Century Fox']"
Schindler's List,1993,tt0108052,https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,424,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz']",Steven Spielberg,"['Drama', 'History', 'War']",['Amblin Entertainment']
Searching for Bobby Fischer,1993,tt0108065,https://m.media-amazon.com/images/M/MV5BNTNlYjBjMGEtOTFkZS00MjM5LTk2ZTktYWVmZTc4NzE3NzAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,14291,"['Max Pomeranc', 'Joe Mantegna', 'Joan Allen', 'Ben Kingsley', 'Laurence Fishburne', 'Michael Nirenberg']",Steven Zaillian,['Drama'],"['Mirage Enterprises', 'Scott Rudin Productions', 'Paramount']"
Short Cuts,1993,tt0108122,https://m.media-amazon.com/images/M/MV5BZWY0ODc2NDktYmYxNS00MGZiLTk5YjktZjgwZWFhNDQ0MzNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,695,"['Andie MacDowell', 'Bruce Davison', 'Jack Lemmon', 'Zane Cassidy', 'Julianne Moore', 'Matthew Modine']",Robert Altman,"['Comedy', 'Drama']","['Fine Line Features', 'Spelling Entertainment', 'Avenue Entertainment']"
Sister Act 2: Back in the Habit,1993,tt0108147,https://m.media-amazon.com/images/M/MV5BMmM0YjY5YjctYzljMy00ODcxLWI3ZDItMmE1MGU5YTI5MzI3XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_.jpg,6279,"['Whoopi Goldberg', 'Kathy Najimy', 'Lauryn Hill', 'Sheryl Lee Ralph', 'Maggie Smith', 'Barnard Hughes']",Bill Duke,"['Music', 'Comedy']","['Touchstone Pictures', 'Scott Rudin Productions', 'Steel Pictures', 'Buena Vista Pictures']"
Six Degrees of Separation,1993,tt0108149,https://m.media-amazon.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_.jpg,23210,"['Stockard Channing', 'Will Smith', 'Donald Sutherland', 'Ian McKellen', 'Mary Beth Hurt', 'Bruce Davison']",Fred Schepisi,"['Mystery', 'Drama', 'Comedy']","['New Regency Pictures', 'Maiden Movies', 'Metro-Goldwyn-Mayer']"
Slaughter of the Innocents,1993,tt0111216,https://m.media-amazon.com/images/M/MV5BMTA0ODY2NTUzOTBeQTJeQWpwZ15BbWU3MDU4Mzk1MjE@._V1_.jpg,112969,"['Scott Glenn', 'Jesse Cameron-Glickenhaus', 'Sheila Tousey', 'Darlanne Fluegel', 'Zitto Kazann', 'Aaron Eckhart']",James Glickenhaus,"['Horror', 'Action', 'Thriller', 'Mystery']",['Shapiro-Glickenhaus Entertainment']
Sleepless in Seattle,1993,tt0108160,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,858,"['Tom Hanks', 'Meg Ryan', 'Bill Pullman', 'Ross Malinger', ""Rosie O'Donnell"", 'Gaby Hoffmann']",Nora Ephron,"['Comedy', 'Drama', 'Romance']",['TriStar Pictures']
Sliver,1993,tt0108162,https://m.media-amazon.com/images/M/MV5BYWM4NTI2N2MtMWY2Mi00YzUwLTg4MDEtOWRjMTY4Njg0MDU4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,867,"['Sharon Stone', 'William Baldwin', 'Tom Berenger', 'Polly Walker', 'Colleen Camp', 'Amanda Foreman']",Phillip Noyce,"['Drama', 'Thriller']","['Robert Evans Company', 'Paramount']"
Sniper,1993,tt0108171,https://m.media-amazon.com/images/M/MV5BZWUzOGNjMzItZmM5MC00NTQzLTk3YjQtZWMwZmRhOGJhZDczXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,9545,"['Tom Berenger', 'Billy Zane', 'J.T. Walsh', 'Aden Young', 'Kenneth Radley', 'Reynaldo Arenas']",Luis Llosa,"['Action', 'Drama', 'Thriller']","['TriStar Pictures', 'Iguana Producciones', 'Baltimore Pictures', 'Sniper Productions']"
So I Married an Axe Murderer,1993,tt0108174,https://m.media-amazon.com/images/M/MV5BODIxNzJhYjUtZWYwOC00YjI2LWI1ZDgtMDVjMjY3ODUyOGZjXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,10442,"['Mike Myers', 'Nancy Travis', 'Anthony LaPaglia', 'Amanda Plummer', 'Brenda Fricker', 'Charles Grodin']",Thomas Schlamme,"['Comedy', 'Crime', 'Romance']",['TriStar Pictures']
Sommersby,1993,tt0108185,https://m.media-amazon.com/images/M/MV5BY2M1ZGJkMTItM2QwYS00Nzg0LWE2NjMtNWY1NTg1YzRkNWFlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,1049,"['Jodie Foster', 'Richard Gere', 'Bill Pullman', 'James Earl Jones', 'Lanny Flaherty', 'William Windom']",Jon Amiel,"['Drama', 'Thriller', 'Mystery', 'Romance']","['Canal+', 'Regency Enterprises', 'Alcor Films']"
Son in Law,1993,tt0108186,https://m.media-amazon.com/images/M/MV5BZWY1YWUwNjQtMDk2Zi00MDJiLWIzMDAtNzAyNjJiYTFlMGI0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,13203,"['Pauly Shore', 'Carla Gugino', 'Lane Smith', 'Tiffani Thiessen', 'Cindy Pickett', 'Mason Adams']",Steve Rash,"['Comedy', 'Drama', 'Romance']",['Hollywood Pictures']
Son of the Pink Panther,1993,tt0108187,https://m.media-amazon.com/images/M/MV5BMTU3NDUzNzkzNV5BMl5BanBnXkFtZTcwMDExMjMyNA@@._V1_.jpg,46828,"['Roberto Benigni', 'Herbert Lom', 'Claudia Cardinale', 'Shabana Azmi', 'Debrah Farentino', 'Jennifer Edwards']",Blake Edwards,"['Comedy', 'Crime']","['International Traders', 'Filmauro', 'United Artists', 'Titan Productions', 'Metro-Goldwyn-Mayer']"
Striking Distance,1993,tt0108238,https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_.jpg,11074,"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina', 'Tom Sizemore', 'Brion James', 'Robert Pastorelli']",Rowdy Herrington,"['Crime', 'Action', 'Mystery', 'Thriller']","['Columbia Pictures', 'Arnon Milchan Productions']"
Sunset Grill,1993,tt0108253,https://m.media-amazon.com/images/M/MV5BMjA3OTY5OTIxOV5BMl5BanBnXkFtZTcwNDY1MTgxMQ@@._V1_.jpg,224266,"['Peter Weller', 'Lori Singer', 'Stacy Keach', 'Alexandra Paul', 'John Rhys-Davies', 'Randy Pelish']",Kevin Connor,"['Thriller', 'Mystery']",['New Line Cinema']
Super Mario Bros.,1993,tt0108255,https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,9607,"['Bob Hoskins', 'John Leguizamo', 'Dennis Hopper', 'Samantha Mathis', 'Fisher Stevens', 'Richard Edson']",Annabel Jankel,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Science Fiction']","['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Lightmotive']"
Surf Ninjas,1993,tt0108258,https://m.media-amazon.com/images/M/MV5BOTA2NjUyOTYtODEyMy00OTE1LWFhOWYtZDhhNWU1MWYwMjA3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,23470,"['Ernie Reyes Jr.', 'Nicolas Cowan', 'Rob Schneider', 'Leslie Nielsen', 'Ernie Reyes Sr.', 'John Karlen']",Neal Israel,"['Action', 'Adventure', 'Comedy', 'Family']",['New Line Cinema']
Suture,1993,tt0108260,https://m.media-amazon.com/images/M/MV5BOTc0ODlkMzEtNjE5My00ODA2LTg5ZjMtYWFjOTE1ZmNmMzk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,87078,"['Dennis Haysbert', 'Mel Harris', 'Sab Shimono', 'Dina Merrill', 'Michael Harris', 'David Graf']",Scott McGehee,"['Drama', 'Thriller']",['Kino Korsakoff']
Swing Kids,1993,tt0108265,https://m.media-amazon.com/images/M/MV5BNmM2YTg5MjctZmJjNy00YWVjLTgyMjMtOWYxYzZlYjNiMDk3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,10419,"['Robert Sean Leonard', 'Christian Bale', 'Frank Whaley', 'Barbara Hershey', 'Tushka Bergen', 'David Tom']",Thomas Carter,"['Music', 'Drama']","['Hollywood Pictures', 'Touchwood Pacific Partners 1']"
Teenage Mutant Ninja Turtles III,1993,tt0108308,https://m.media-amazon.com/images/M/MV5BYTA1MDliMWUtYzIzZC00Yjc2LWE1MTYtNWI1YzE5NzIxMzFmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,1499,"['Elias Koteas', 'Paige Turco', 'Stuart Wilson', 'Sab Shimono', 'Vivian Wu', 'Mark Caso']",Stuart Gillard,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']","['Clearwater Holdings Limited', 'New Line Cinema', 'Mirage Studios', 'Orange Sky Golden Harvest']"
The Temp,1993,tt0108311,https://m.media-amazon.com/images/M/MV5BMzViN2ZkYjMtZDQ0Yi00MWQ3LTgzMDYtOWQ5ZDE5NjJiMmMzXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,17168,"['Timothy Hutton', 'Lara Flynn Boyle', 'Dwight Schultz', 'Oliver Platt', 'Steven Weber', 'Colleen Flynn']",Tom Holland,"['Drama', 'Mystery', 'Thriller', 'Horror']",['Paramount']
Theremin: An Electronic Odyssey,1993,tt0108323,https://m.media-amazon.com/images/M/MV5BMDllYTkyMjUtNTY3NC00N2JlLWEwMWMtNzAxMTQ0MzczYmEyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,70042,unknown,Steven M. Martin,"['Documentary', 'Music']",[]
The Thing Called Love,1993,tt0108327,https://m.media-amazon.com/images/M/MV5BNGI2MmE2NzYtNDhiYy00Mzg2LWI0ZTMtNTRlYmQ3OWRjMzRmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,27804,"['River Phoenix', 'Samantha Mathis', 'Dermot Mulroney', 'Sandra Bullock', 'Anthony Clark', 'Trisha Yearwood']",Peter Bogdanovich,"['Drama', 'Romance']",['Paramount']
This Boy's Life,1993,tt0108330,https://m.media-amazon.com/images/M/MV5BODA5ZTBjNjktZTc0OS00Yjc5LWJiNzUtYmRhYjVkYTI4MWExL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,8092,"['Robert De Niro', 'Ellen Barkin', 'Leonardo DiCaprio', 'Chris Cooper', 'Eliza Dushku', 'Jonah Blechman']",Michael Caton-Jones,['Drama'],"['Knickerbocker Films', 'Warner Bros. Pictures']"
The Three Musketeers,1993,tt0108333,https://m.media-amazon.com/images/M/MV5BMzc4OTJlMTgtMWE5MC00MDRlLWE2MDQtYTI4ZTAzNzUyZjM2XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,10057,"['Kiefer Sutherland', ""Chris O'Donnell"", 'Oliver Platt', 'Charlie Sheen', 'Tim Curry', 'Rebecca De Mornay']",Stephen Herek,"['Action', 'Adventure', 'Comedy']","['Walt Disney Pictures', 'Caravan Pictures']"
Three of Hearts,1993,tt0108334,https://m.media-amazon.com/images/M/MV5BYWJiYjI0YTctMmI2ZS00YWU5LWI0NDEtNjE0OTY0MTk4MDA3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,5187,"['William Baldwin', 'Kelly Lynch', 'Sherilyn Fenn', 'Joe Pantoliano', 'Gail Strickland', 'Cec Verrell']",Yurek Bogayevicz,"['Comedy', 'Drama', 'Romance']","['Three Hearts Productions', 'New Line Cinema']"
Tombstone,1993,tt0108358,https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,11969,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton', 'Powers Boothe', 'Michael Biehn']",George P. Cosmatos,"['Western', 'Action']","['Hollywood Pictures', 'Cinergi Pictures Entertainment']"
Totally F***ed Up,1993,tt0108366,https://m.media-amazon.com/images/M/MV5BNWMxZTRkZjgtNmE5My00ODlkLWI1NDAtOTU5YTk4NTcwNjYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,33560,"['James Duval', 'Roko Belic', 'Susan Behshid', 'Jenee Gill', 'Gilbert Luna', 'Lance May']",Gregg Araki,"['Comedy', 'Drama', 'Romance']","['Blurco', 'Desperate Pictures', 'Muscle + Hate Studios', 'Strand Releasing']"
True Romance,1993,tt0108399,https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,319,"['Christian Slater', 'Patricia Arquette', 'Michael Rapaport', 'Bronson Pinchot', 'Gary Oldman', 'Dennis Hopper']",Tony Scott,"['Action', 'Crime', 'Romance']","['Morgan Creek', 'Davis Films', 'August Entertainment', 'Warner Bros. Pictures']"
Twenty Bucks,1993,tt0108410,https://m.media-amazon.com/images/M/MV5BMzMxN2UxYzYtNGEzMS00ZDY3LTg4ZDMtZmQzY2E1ZTAyNjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,50536,"['Linda Hunt', 'David Rasche', 'George Morfogen', 'Sam Sorbo', 'Brendan Fraser', 'Bubba Baker']",Keva Rosenfeld,['Drama'],['Big Tomorrow Productions']
Undercover Blues,1993,tt0108442,https://m.media-amazon.com/images/M/MV5BZTVhYzJkZWMtZjg1ZC00ZWYwLTg2NTQtMTcyNzg1YzVlYTFjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,12661,"['Kathleen Turner', 'Dennis Quaid', 'Fiona Shaw', 'Stanley Tucci', 'Larry Miller', 'Obba Babatundé']",Herbert Ross,"['Comedy', 'Crime']",['Metro-Goldwyn-Mayer']
Untamed Heart,1993,tt0108451,https://m.media-amazon.com/images/M/MV5BODY5MTQ0ZDctMjI0YS00ZjNmLTg4YzUtZWRlYTlkMGY3MTYxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,26333,"['Christian Slater', 'Marisa Tomei', 'Rosie Perez', 'Kyle Secor', 'Willie Garson', 'Gary Groomes']",Tony Bill,"['Comedy', 'Drama', 'Romance']",['Metro-Goldwyn-Mayer']
The Vanishing,1993,tt0108473,https://m.media-amazon.com/images/M/MV5BNmUwMmU2YzgtYTU3OC00YzlmLWJlYTgtM2NmMzYzNGU2ODZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1644,"['Kiefer Sutherland', 'Jeff Bridges', 'Nancy Travis', 'Sandra Bullock', 'Park Overall', 'Maggie Linderman']",George Sluizer,"['Thriller', 'Drama', 'Mystery', 'Horror']",['20th Century Fox']
The War Room,1993,tt0108515,https://m.media-amazon.com/images/M/MV5BNzU4NThlNmUtMDdiMi00NzgyLTk4MTQtZTI0NjQ2OTg0ZDFjXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,26408,"['James Carville', 'George Stephanopoulos', 'Heather Beckel', 'Paul Begala', 'Bob Boorstin', 'Bill Clinton']",D. A. Pennebaker,"['Documentary', 'History']","['Pennebaker Associates Inc.', 'McEttinger Films', 'Cyclone Films']"
Warlock: The Armageddon,1993,tt0108517,https://m.media-amazon.com/images/M/MV5BMzUyZTNiMDctMzg2Ny00MWE4LWFmNjctOTQ3YTIwNjRmYzU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,24126,"['Julian Sands', 'Chris Young', 'Paula Marshall', 'Joanna Pacula', 'Steve Kahan', 'R. G. Armstrong']",Anthony Hickox,"['Fantasy', 'Horror', 'Science Fiction', 'Action']","['Tapestry Films', 'Trimark Pictures']"
Watch It,1993,tt0108521,https://m.media-amazon.com/images/M/MV5BNzEyOTA3ODcwM15BMl5BanBnXkFtZTgwODM2NDkwMzE@._V1_.jpg,131079,"['Peter Gallagher', 'Suzy Amis', 'John C. McGinley', 'Jon Tenney', 'Cynthia Stevenson', 'Lili Taylor']",Tom Flynn,['Comedy'],"['Island World', 'Manhattan Project', 'River One Films']"
Wayne's World 2,1993,tt0108525,https://m.media-amazon.com/images/M/MV5BZTdhODcyMGMtMzg3NC00MTViLWJiZjktZWIyY2NhNWZhYzUxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,8873,"['Mike Myers', 'Dana Carvey', 'Christopher Walken', 'Tia Carrere', 'Chris Farley', 'James Hong']",Stephen Surjik,"['Comedy', 'Music']",['Paramount']
We're Back! A Dinosaur's Story,1993,tt0108526,https://m.media-amazon.com/images/M/MV5BMzI2MjYzOTEtN2E1NC00MzRlLWJkNTctYmUyYzUzMDY0ODgzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_.jpg,18890,"['John Goodman', 'Blaze Berdahl', 'Rhea Perlman', 'Jay Leno', 'René Le Vant', 'Felicity Kendal']",Simon Wells,"['Animation', 'Science Fiction', 'Family']","['Amblin Entertainment', 'Amblimation', 'Universal Pictures']"
Weekend at Bernie's II,1993,tt0108539,https://m.media-amazon.com/images/M/MV5BZjdhYTgyYWYtYzk5OS00ZDNiLTkwMDctZTUzNzI4ODM5ODExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,8494,"['Andrew McCarthy', 'Jonathan Silverman', 'Terry Kiser', 'Troy Byer', 'Barry Bostwick', 'Tom Wright']",Robert Klane,['Comedy'],"['Artimm', 'TriStar Pictures']"
What's Eating Gilbert Grape,1993,tt0108550,https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1587,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen', 'Darlene Cates', 'Laura Harrington']",Lasse Hallström,"['Romance', 'Drama']",['Paramount']
What's Love Got to Do with It,1993,tt0108551,https://m.media-amazon.com/images/M/MV5BYmQ1Yjk3N2UtODMwMy00MDVhLTkzNDctM2ZkODZmYzdhNjk3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,15765,"['Angela Bassett', 'Laurence Fishburne', 'Vanessa Bell Calloway', 'Jenifer Lewis', 'Khandi Alexander', 'Richard T. Jones']",Brian Gibson,"['Drama', 'Music', 'History']",['Touchstone Pictures']
White Wolves - A Cry in the Wild II,1993,tt0108559,https://m.media-amazon.com/images/M/MV5BMTI5MDgxNDIwMV5BMl5BanBnXkFtZTcwNTMzMDMyMQ@@._V1_.jpg,68732,"['Matt McCoy', 'David Moscow', 'Mark-Paul Gosselaar', 'Ami Dolenz', ""Amy O'Neill"", 'Marc Riffon']",Catherine Cyran,"['Action', 'Family', 'Adventure']",[]
Wilder Napalm,1993,tt0108569,https://m.media-amazon.com/images/M/MV5BMGZjMjY5ZWQtZWMxMy00YTM4LTkxMjktNGE0MWVhMmM4MmRjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,55950,"['Debra Winger', 'Dennis Quaid', 'Arliss Howard', 'M. Emmet Walsh', 'Jim Varney', 'Mimi Lieber']",Glenn Gordon Caron,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']","['TriStar Pictures', 'Baltimore Pictures']"
Wrestling Ernest Hemingway,1993,tt0108596,https://m.media-amazon.com/images/M/MV5BYjljZmRjYTUtMGVkNi00OThiLThlYTMtZGFlOWMzODkyNzJhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,40509,"['Robert Duvall', 'Richard Harris', 'Shirley MacLaine', 'Sandra Bullock', 'Marty Belafsky', 'Piper Laurie']",Randa Haines,['Drama'],['Warner Bros. Pictures']
The Wrong Man,1993,tt0108597,https://m.media-amazon.com/images/M/MV5BMWMxNjk1NmItZWJjOS00ZjYzLWEzODYtMzMwMGE1YTc4ODIzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,41666,"['Rosanna Arquette', 'Kevin Anderson', 'John Lithgow', 'Jorge Cervera Jr.', 'Robert Harper', 'Dolores Heredia']",Jim McBride,"['Romance', 'Thriller']","['Viacom Productions', 'Beattie/Chesser', 'PolyGram Filmed Entertainment']"
Younger and Younger,1993,tt0108636,https://m.media-amazon.com/images/M/MV5BMTgwMzMwNjM5M15BMl5BanBnXkFtZTcwNTYyMzUxMQ@@._V1_.jpg,260448,"['Donald Sutherland', 'Lolita Davidovich', 'Brendan Fraser', 'Sally Kellerman', 'Julie Delpy', 'Linda Hunt']",Percy Adlon,"['Fantasy', 'Comedy', 'Drama']","['Kushner-Locke Company, The']"
3 Ninjas Kick Back,1994,tt0109015,https://m.media-amazon.com/images/M/MV5BMzFiNWI1MDQtMjg3Mi00YjIxLWI2NDktNjI0MmNiNjRjMDI5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,18885,"['Victor Wong', 'Max Elliott Slade', 'Sean Fox', 'J. Evan Bonifant', 'Caroline Junko King', 'Dustin Nguyen']",Charles T. Kanganis,"['Family', 'Adventure', 'Action', 'Comedy']","['TriStar Pictures', 'Sheen Productions', 'Leeds/Ben-Ami Productions']"
8 Seconds,1994,tt0109021,https://m.media-amazon.com/images/M/MV5BYjY4Nzk5NzItYjAyNy00NzgwLTgwMTQtMTM4MDkyOTk0ODFjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,18069,"['Luke Perry', 'Stephen Baldwin', 'Cynthia Geary', 'James Rebhorn', 'Carrie Snodgress', 'Linden Ashby']",John G. Avildsen,"['Drama', 'Romance', 'Western']","['New Line Cinema', 'Jersey Films']"
Above the Rim,1994,tt0109035,https://m.media-amazon.com/images/M/MV5BNDE5M2I4OWEtZDUyMS00ODYwLTkxNWYtZmNlNjEzOWRlYjc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,19092,"['Duane Martin', 'Tupac Shakur', 'Bernie Mac', 'Marlon Wayans', 'Leon', 'Wood Harris']",Jeff Pollack,['Crime'],['New Line Cinema']
Ace Ventura: Pet Detective,1994,tt0109040,https://m.media-amazon.com/images/M/MV5BYmVhNmFmOGYtZjgwNi00ZGQ0LThiMmQtOGZjMDUzNzJhMGIzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,3049,"['Jim Carrey', 'Courteney Cox', 'Sean Young', 'Tone Loc', 'Noble Willingham', 'Dan Marino']",Tom Shadyac,"['Comedy', 'Adventure']","['Morgan Creek', 'Warner Bros. Pictures']"
The Air Up There,1994,tt0109067,https://m.media-amazon.com/images/M/MV5BYjJjN2NhMmQtMDY5Zi00MDY5LWEwYmYtNGUwODVkNTZhNTY2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,46094,"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez', ""Mabutho 'Kid' Sithole"", 'Sean McCann', 'Dennis Patrick']",Paul Michael Glaser,"['Family', 'Comedy']","['NBB Unit One Film Partners', 'Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown', 'Longview Entertainment']"
Airheads,1994,tt0109068,https://m.media-amazon.com/images/M/MV5BMGIxNjVlMzUtMDE0ZC00OTRlLThkMGMtMWU2MWQ4ZTY1OGJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,13595,"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler', 'Joe Mantegna', 'Chris Farley', 'Judd Nelson']",Michael Lehmann,"['Comedy', 'Crime', 'Music']","['Robert Simonds Productions', 'Island World', '20th Century Fox']"
Amateur,1994,tt0109093,https://m.media-amazon.com/images/M/MV5BZGIzZDYwZjAtYzY4YS00OTQ1LThiZDQtMzBhODk1MTdjYjIyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_.jpg,30157,"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn', 'Damian Young', 'Chuck Montgomery', 'Dave Simonds']",Hal Hartley,"['Crime', 'Comedy', 'Drama', 'Thriller']","['American Playhouse', 'La Sept Cinéma', 'True Fiction Pictures', 'Union Générale Cinématographique (UGC)', 'Zenith Entertainment', 'Film4 Productions']"
Andre,1994,tt0109120,https://m.media-amazon.com/images/M/MV5BMTAxYTA3NzktYjlhYy00N2NlLTg0YjQtNzA1MTFkODhlODEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,21352,"['Tina Majorino', 'Chelsea Field', 'Shane Meier', 'Aidan Pendleton', 'Shirley Broderick', 'Keith Carradine']",George T. Miller,"['Drama', 'Family', 'Adventure']",['Paramount']
Angels in the Outfield,1994,tt0109127,https://m.media-amazon.com/images/M/MV5BZDE1MWU1ZDQtOTg3YS00MTEwLTkxNjItMDQzY2UxMThjYmZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,24795,"['Danny Glover', 'Brenda Fricker', 'Joseph Gordon-Levitt', 'Christopher Lloyd', 'Tony Danza', 'Ben Johnson']",William Dear,"['Comedy', 'Family', 'Fantasy']","['Caravan Pictures', 'Walt Disney Pictures']"
Angie,1994,tt0109129,https://m.media-amazon.com/images/M/MV5BOWM5NWU3NmQtM2FkZC00NWFmLWIyMjgtMWRhYjAyMmE2ZDEwXkEyXkFqcGdeQXVyNjA0Mzc0MzI@._V1_.jpg,83714,"['Geena Davis', 'Stephen Rea', 'James Gandolfini', 'Aida Turturro', 'Philip Bosco', ""Jenny O'Hara""]",Martha Coolidge,"['Comedy', 'Drama', 'Romance']","['Caravan Pictures', 'Hollywood Pictures']"
